subject,protocol,k,method,rrmse,correlation,delta_snr,paired_psd_error_1_45,paired_spectral_utility
3,same_01,8,LINEAR-POP,0.1499183028936386,0.9892214652959814,8.380809783935547,0.10442444682121277,0.14447136223316193
3,same_01,8,DET-POP,0.14748552441596985,0.989113382690206,8.522915840148926,0.11318256705999374,0.13571324199438095
3,same_01,8,DIFF-POP,0.14877760410308838,0.9888998937906326,8.447153091430664,0.11463867127895355,0.13425713777542114
3,same_01,8,LINEAR-MATCH,0.051412612199783325,0.9987371855315342,17.676509857177734,0.033918801695108414,0.21497700735926628
3,same_01,8,DET-MATCH,0.07348605245351791,0.9973786191312396,14.573806762695312,0.0550822839140892,0.1938135251402855
3,same_01,8,DIFF-MATCH,0.08211160451173782,0.996661182827103,13.609813690185547,0.06243222951889038,0.18646357953548431
3,same_01,8,LINEAR-WRONG,0.1541782170534134,0.988658190229721,8.137444496154785,0.08366356790065765,0.16523224115371704
3,same_01,8,DET-WRONG,0.14680348336696625,0.9891940423416842,8.563176155090332,0.09692677855491638,0.1519690304994583
3,same_01,8,DIFF-WRONG,0.14779043197631836,0.9890400019042462,8.504977226257324,0.09833455085754395,0.15056125819683075
3,same_01,8,DIFF-TEMPORAL-SHUFFLED,0.5100349187850952,0.8906278853402497,-2.254094123840332,0.34640729427337646,-0.09751148521900177
3,same_02,8,RAW,0.4321027994155884,0.921482270050477,0.0,0.2762623429298401,0.0
3,same_02,8,LINEAR-POP,0.12971152365207672,0.9918128712876405,10.452170372009277,0.06254532188177109,0.213717021048069
3,same_02,8,DET-POP,0.13232091069221497,0.9912619344462537,10.279172897338867,0.08918854594230652,0.18707379698753357
3,same_02,8,DIFF-POP,0.1351999193429947,0.9908783032900605,10.092211723327637,0.09677388519048691,0.17948845773935318
3,same_02,8,LINEAR-MATCH,0.04115195944905281,0.9991937835684129,20.423931121826172,0.016570935025811195,0.2596914079040289
3,same_02,8,DET-MATCH,0.07649005204439163,0.9971792599259901,15.039643287658691,0.05105217173695564,0.22521017119288445
3,same_02,8,DIFF-MATCH,0.08445370197296143,0.9965146611656531,14.179368019104004,0.06447400897741318,0.2117883339524269
