subject,protocol,method,panel,band,error,utility,distortion
3,same_03,LINEAR-WRONG,natural,low_gamma,,,0.06406135475410629
3,same_03,LINEAR-WRONG,natural,high_frequency_secondary,,,0.2320101876619689
3,same_03,DET-POP,paired,delta,0.11006101220846176,0.11527454107999802,
3,same_03,DET-POP,paired,theta,0.06863319128751755,0.08818594366312027,
3,same_03,DET-POP,paired,alpha,0.044160328805446625,0.06536291539669037,
3,same_03,DET-POP,paired,beta,0.04394977539777756,0.05280414968729019,
3,same_03,DET-POP,paired,low_gamma,0.08112195879220963,0.10324158519506454,
3,same_03,DET-POP,paired,high_frequency_secondary,0.2028416395187378,0.22097909450531006,
3,same_03,DET-POP,natural,delta,,,0.23272594678665776
3,same_03,DET-POP,natural,theta,,,0.20452093926507553
3,same_03,DET-POP,natural,alpha,,,0.08907546109567217
3,same_03,DET-POP,natural,beta,,,0.06928074870194802
3,same_03,DET-POP,natural,low_gamma,,,0.1047891378153768
3,same_03,DET-POP,natural,high_frequency_secondary,,,0.34632605276993034
3,same_03,DET-MATCH,paired,delta,0.07480420172214508,0.1505313515663147,
3,same_03,DET-MATCH,paired,theta,0.043531548231840134,0.11328758671879768,
3,same_03,DET-MATCH,paired,alpha,0.026083067059516907,0.08344017714262009,
3,same_03,DET-MATCH,paired,beta,0.02833467535674572,0.06841924972832203,
3,same_03,DET-MATCH,paired,low_gamma,0.05151098966598511,0.13285255432128906,
3,same_03,DET-MATCH,paired,high_frequency_secondary,0.11057136207818985,0.313249371945858,
3,same_03,DET-MATCH,natural,delta,,,0.20853990991226712
3,same_03,DET-MATCH,natural,theta,,,0.18037128815140135
3,same_03,DET-MATCH,natural,alpha,,,0.07543851504748014
3,same_03,DET-MATCH,natural,beta,,,0.058627321150822316
3,same_03,DET-MATCH,natural,low_gamma,,,0.08944636910976103
3,same_03,DET-MATCH,natural,high_frequency_secondary,,,0.1296516256367495
3,same_03,DET-WRONG,paired,delta,0.07748137414455414,0.14785417914390564,
3,same_03,DET-WRONG,paired,theta,0.04630565643310547,0.11051347851753235,
3,same_03,DET-WRONG,paired,alpha,0.029023656621575356,0.08049958758056164,
3,same_03,DET-WRONG,paired,beta,0.030165601521730423,0.06658832356333733,
3,same_03,DET-WRONG,paired,low_gamma,0.05968743935227394,0.12467610463500023,
3,same_03,DET-WRONG,paired,high_frequency_secondary,0.13585270941257477,0.2879680246114731,
3,same_03,DET-WRONG,natural,delta,,,0.2004867656181309
3,same_03,DET-WRONG,natural,theta,,,0.16978059097858555
3,same_03,DET-WRONG,natural,alpha,,,0.07029099904768198
3,same_03,DET-WRONG,natural,beta,,,0.056776096478695276
3,same_03,DET-WRONG,natural,low_gamma,,,0.08924610627905537
3,same_03,DET-WRONG,natural,high_frequency_secondary,,,0.12310620381294786
3,same_03,DIFF-POP,paired,delta,0.10506156086921692,0.12027399241924286,
3,same_03,DIFF-POP,paired,theta,0.0657556802034378,0.09106345474720001,
3,same_03,DIFF-POP,paired,alpha,0.044022705405950546,0.06550053879618645,
3,same_03,DIFF-POP,paired,beta,0.044288501143455505,0.052465423941612244,
3,same_03,DIFF-POP,paired,low_gamma,0.09502671658992767,0.0893368273973465,
3,same_03,DIFF-POP,paired,high_frequency_secondary,0.22925494611263275,0.1945657879114151,
3,same_03,DIFF-POP,natural,delta,,,0.22548847192616403
3,same_03,DIFF-POP,natural,theta,,,0.20001802210140707
3,same_03,DIFF-POP,natural,alpha,,,0.08388204000838814
3,same_03,DIFF-POP,natural,beta,,,0.06537291418808164
3,same_03,DIFF-POP,natural,low_gamma,,,0.10827190034455475
3,same_03,DIFF-POP,natural,high_frequency_secondary,,,0.29144175977005393
3,same_03,DIFF-MATCH,paired,delta,0.06858851760625839,0.15674703568220139,
3,same_03,DIFF-MATCH,paired,theta,0.039921414107084274,0.11689772084355354,
3,same_03,DIFF-MATCH,paired,alpha,0.02687537856400013,0.08264786563813686,
3,same_03,DIFF-MATCH,paired,beta,0.030842872336506844,0.0659110527485609,
3,same_03,DIFF-MATCH,paired,low_gamma,0.0741821900010109,0.11018135398626328,
3,same_03,DIFF-MATCH,paired,high_frequency_secondary,0.1794472485780716,0.24437348544597626,
3,same_03,DIFF-MATCH,natural,delta,,,0.2011109381109758
3,same_03,DIFF-MATCH,natural,theta,,,0.1761445074546029
3,same_03,DIFF-MATCH,natural,alpha,,,0.07028776611347876
3,same_03,DIFF-MATCH,natural,beta,,,0.054205213351369484
3,same_03,DIFF-MATCH,natural,low_gamma,,,0.09238106766417684
3,same_03,DIFF-MATCH,natural,high_frequency_secondary,,,0.1297540275840326
3,same_03,DIFF-WRONG,paired,delta,0.07091563940048218,0.1544199138879776,
3,same_03,DIFF-WRONG,paired,theta,0.04206587001681328,0.11475326493382454,
3,same_03,DIFF-WRONG,paired,alpha,0.029021309688687325,0.08050193451344967,
3,same_03,DIFF-WRONG,paired,beta,0.03174954280257225,0.0650043822824955,
3,same_03,DIFF-WRONG,paired,low_gamma,0.07465824484825134,0.10970529913902283,
3,same_03,DIFF-WRONG,paired,high_frequency_secondary,0.1858585923910141,0.23796214163303375,
3,same_03,DIFF-WRONG,natural,delta,,,0.19170798627515243
3,same_03,DIFF-WRONG,natural,theta,,,0.16340027237078214
3,same_03,DIFF-WRONG,natural,alpha,,,0.06443104540736727
3,same_03,DIFF-WRONG,natural,beta,,,0.05217923275492605
3,same_03,DIFF-WRONG,natural,low_gamma,,,0.0917500036697426
3,same_03,DIFF-WRONG,natural,high_frequency_secondary,,,0.12102276035262939
3,same_03,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.32579079270362854,-0.10045523941516876,
3,same_03,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.22647082805633545,-0.06965169310569763,
3,same_03,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.15828856825828552,-0.04876532405614853,
3,same_03,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.14510628581047058,-0.04835236072540283,
3,same_03,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.2623245418071747,-0.07796099781990051,
3,same_03,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,0.560542106628418,-0.13672137260437012,
3,same_03,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.1189791533509889
3,same_03,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.06300475280956637
3,same_03,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.05460255043608603
3,same_03,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.03366666372938722
3,same_03,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.06227881838259354
3,same_03,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.18024223563326564
