checkpoint,clean_RRMSE,method,source_record,training_seed
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.5828124284744263,DIFF-MATCH-K1-TRUE-E2E,sim41,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.5598333477973938,DIFF-MATCH-K8,sim41,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.262383371591568,DET-POP,sim42,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.3266751766204834,DET-MATCH,sim42,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.3813329339027405,DIFF-MATCH-K1-TRUE-E2E,sim42,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.3555780053138733,DIFF-MATCH-K8,sim42,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.39880040287971497,DET-POP,sim43,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.4018152058124542,DET-MATCH,sim43,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.3759678602218628,DIFF-MATCH-K1-TRUE-E2E,sim43,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.3654833734035492,DIFF-MATCH-K8,sim43,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.3686014413833618,DET-POP,sim46,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.3699333667755127,DET-MATCH,sim46,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.32260915637016296,DIFF-MATCH-K1-TRUE-E2E,sim46,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.3054473400115967,DIFF-MATCH-K8,sim46,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.8751983642578125,DET-POP,sim47,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.9165661931037903,DET-MATCH,sim47,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.7928362488746643,DIFF-MATCH-K1-TRUE-E2E,sim47,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.7521481513977051,DIFF-MATCH-K8,sim47,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.8006492853164673,DET-POP,sim48,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.8230461478233337,DET-MATCH,sim48,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.8161695003509521,DIFF-MATCH-K1-TRUE-E2E,sim48,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.8072879314422607,DIFF-MATCH-K8,sim48,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.644751787185669,DET-POP,sim49,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.6732717752456665,DET-MATCH,sim49,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.6412107348442078,DIFF-MATCH-K1-TRUE-E2E,sim49,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.5573628544807434,DIFF-MATCH-K8,sim49,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.611048698425293,DET-POP,sim50,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.6181799173355103,DET-MATCH,sim50,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.7003989815711975,DIFF-MATCH-K1-TRUE-E2E,sim50,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.5486773252487183,DIFF-MATCH-K8,sim50,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.5708155632019043,DET-POP,sim51,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.5679399371147156,DET-MATCH,sim51,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.6407947540283203,DIFF-MATCH-K1-TRUE-E2E,sim51,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.497706800699234,DIFF-MATCH-K8,sim51,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.5963342189788818,DET-POP,sim52,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.5938128232955933,DET-MATCH,sim52,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.5855036377906799,DIFF-MATCH-K1-TRUE-E2E,sim52,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.5154581069946289,DIFF-MATCH-K8,sim52,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,1.1217924356460571,DET-POP,sim53,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,1.3188010454177856,DET-MATCH,sim53,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,1.303777813911438,DIFF-MATCH-K1-TRUE-E2E,sim53,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,1.2991976737976074,DIFF-MATCH-K8,sim53,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.5620872974395752,DET-POP,sim54,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.5894576907157898,DET-MATCH,sim54,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.5925683975219727,DIFF-MATCH-K1-TRUE-E2E,sim54,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260812/models.pt,0.6018632054328918,DIFF-MATCH-K8,sim54,20260812
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.3465997576713562,DET-POP,sim37,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.3604438006877899,DET-MATCH,sim37,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.28282228112220764,DIFF-MATCH-K1-TRUE-E2E,sim37,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.28161898255348206,DIFF-MATCH-K8,sim37,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.5196390151977539,DET-POP,sim38,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.5215972065925598,DET-MATCH,sim38,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.4506242871284485,DIFF-MATCH-K1-TRUE-E2E,sim38,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.46354013681411743,DIFF-MATCH-K8,sim38,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.5198325514793396,DET-POP,sim39,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.5556780099868774,DET-MATCH,sim39,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.45235246419906616,DIFF-MATCH-K1-TRUE-E2E,sim39,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.41894906759262085,DIFF-MATCH-K8,sim39,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.40136703848838806,DET-POP,sim40,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.4103911221027374,DET-MATCH,sim40,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.44136548042297363,DIFF-MATCH-K1-TRUE-E2E,sim40,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.4285140931606293,DIFF-MATCH-K8,sim40,20260813
/home/infres/yinwang/denoiseNet/results/cgdr/subject_artifact_subspace_diffusion/checkpoints/klados/fold_00/seed_20260813/models.pt,0.4637986421585083,DET-POP,sim41,20260813
