absolute_path,accepted,best_criterion,config,fold,model,parameters,seed,sha256,size_bytes,training_job,updates
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_1/seed_20260811/best_coefficient.pt,yes,best_coefficient,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,1,of_det,329720,20260811,c4b9c4a3f833a9b9fa849cdbbb533190796fe0ba89b4811c5d7f7392a75d7353,2677665,936280,5250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_1/seed_20260811/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,1,of_det,329720,20260811,c6a207c137c1f602717e8598a4ad3df2e80f865dcb7d0bc165a28e57b140b252,5351619,936280,5250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_2/seed_20260808/best_artifact.pt,yes,best_artifact,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,2,of_det,329720,20260808,5eea5b0689f6b978954d46441343caf223d148494e30c49a6fc031e8cee21a6a,2677299,935676,10500
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_2/seed_20260808/best_coefficient.pt,yes,best_coefficient,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,2,of_det,329720,20260808,977ce6f60e79d0b32cc1cdc1bbcdcbbab2d0527103f8e42e2831ab5e03e0047d,2677665,935676,10500
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_2/seed_20260808/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,2,of_det,329720,20260808,1bc6d5e519d901187127904d783cb49f5c0f8f6630e86143c7fb6fe9c74c8d7f,5354627,935676,10500
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_2/seed_20260810/best_artifact.pt,yes,best_artifact,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,2,of_det,329720,20260810,9732f00807511879ada37902beaca37448141c2660d3b65142be0220194f7378,2677299,936280,9250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_2/seed_20260810/best_coefficient.pt,yes,best_coefficient,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,2,of_det,329720,20260810,47ec993faf0289f03e0a1b2285c90928e06ae830dd6cbdb8c72fccad04492bce,2677665,936280,9250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_2/seed_20260810/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,2,of_det,329720,20260810,9bfd88885fca683886108f384025d84d7cd90a9c348f5116dbafb2427a7cb29b,5353923,936280,9250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_2/seed_20260811/best_artifact.pt,yes,best_artifact,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,2,of_det,329720,20260811,675f0322468918931d89b8aa88c8920fe5556d0539fa1e2528b69dcce2c1996b,2677299,936280,11000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_2/seed_20260811/best_coefficient.pt,yes,best_coefficient,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,2,of_det,329720,20260811,f675d9b4c79e624554dda2fc9dee5cb73f5ca841d60ec2fd266ee7b2cd590e71,2677665,936280,11000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_2/seed_20260811/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,2,of_det,329720,20260811,f5ff3713d78555cf65f215c59615abbc2aad4b6339acd5d9dac1f596ffd9a006,5354883,936280,11000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_3/seed_20260808/best_artifact.pt,yes,best_artifact,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,3,of_det,329720,20260808,5dd4fc44f141f80ec4773be31f70d8ebb2f07e7f080e0a381d9ed25da923e47a,2677299,935676,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_3/seed_20260808/best_coefficient.pt,yes,best_coefficient,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,3,of_det,329720,20260808,e13a688b138fb7a249e4bff56a6bbec6bb158dff9a0d42d608173ecad3196e2b,2677665,935676,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_3/seed_20260808/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,3,of_det,329720,20260808,bb5e7f6b519846248b4c04870a23faa5f1199c8be52df427d88e9ff6f13e0ab7,5351491,935676,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_3/seed_20260810/best_artifact.pt,yes,best_artifact,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,3,of_det,329720,20260810,81a9379829e6cabec34f20d45795f1ce6be9ccec860b2608e5b25ad598ef1ff7,2677299,936280,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_3/seed_20260810/best_coefficient.pt,yes,best_coefficient,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,3,of_det,329720,20260810,442a4b0dea8fac1560472449141583cd5241d9149f7d6e32fe82811f77535f47,2677665,936280,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_3/seed_20260810/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,3,of_det,329720,20260810,1b9eedc519a169abd43d54148c3dc045bff9709b7cf3600446c2256692823cf1,5351491,936280,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_3/seed_20260811/best_artifact.pt,yes,best_artifact,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,3,of_det,329720,20260811,ae0220486334e7778a80c86e43f4d29b344278c338cfe3371cc4043c46b7ade2,2677299,936280,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_3/seed_20260811/best_coefficient.pt,yes,best_coefficient,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,3,of_det,329720,20260811,3520bdc608a779421cd16c05473db8c5167b23524692b608bbabe82e4c31b3dd,2677665,936280,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_3/seed_20260811/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,3,of_det,329720,20260811,c59b9eddc54b1cc88c4dc7ec30a527b16c380137736315d936dc3405be62bc33,5351491,936280,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_4/seed_20260808/best_artifact.pt,yes,best_artifact,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,4,of_det,329720,20260808,ecdb05357667f9ad11498e7d2d4d0ca839483852089852f0c9c108f5585f7607,2677299,935676,10250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_4/seed_20260808/best_coefficient.pt,yes,best_coefficient,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,4,of_det,329720,20260808,13dceb86c5437f1288eec95413de42796cbc024bcc989bef34812b651aa806b3,2677665,935676,10250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_4/seed_20260808/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,4,of_det,329720,20260808,2b3e1cce3dda4f7fc4f0b58aa7ffa687b7d39d314e7111fa7078073006cc995b,5354499,935676,10250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_4/seed_20260810/best_artifact.pt,yes,best_artifact,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,4,of_det,329720,20260810,e595482eed48984ff82bdc45ecfbc06331d543cbbfe0ea228bf0184b512c80a8,2677299,936280,12500
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_4/seed_20260810/best_coefficient.pt,yes,best_coefficient,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,4,of_det,329720,20260810,15aac037ff7e8b81ef4cc8feb68b0f744c8c811a3678deff4e600bcae57aab69,2677665,936280,12500
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_4/seed_20260810/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,4,of_det,329720,20260810,3f102439d03d7b9586203e8e3e50390790149b3bfd2e3aee4688b2af9155333b,5355779,936280,12500
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_4/seed_20260811/best_artifact.pt,yes,best_artifact,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,4,of_det,329720,20260811,9a3f7a38646f62f0ab9d60a4d26053f7701419c007cefe0fa7e8564fdd4fa0a5,2677299,936280,6250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_4/seed_20260811/best_coefficient.pt,yes,best_coefficient,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,4,of_det,329720,20260811,6cf7e5ba1a520cabaddce2424a0a9ecda0a0e3794b586d36527745adf6657e6f,2677665,936280,6250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_det/fold_4/seed_20260811/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_det.yaml,4,of_det,329720,20260811,ae85ef74d9fd9d6ffd640f4d6988d5907c00511f36d5d02d97a9c5adb751eb0e,5352195,936280,6250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_0/seed_20260808/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,0,of_scad,397944,20260808,8e2964bf227a724856306f26eeb674737bc16c7430739b9b227dd8cf7fb2fff4,3234395,935677,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_0/seed_20260808/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,0,of_scad,397944,20260808,9ab922c28664d94843f327f8f2f0ac5868058821d4fda1b78f050cc3a88f8720,6455312,935677,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_0/seed_20260810/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,0,of_scad,397944,20260810,ded4b7fa3567cced8ff316080fa8173db4b3f4af725d4fad2cb23cb74a89fda5,3234395,936421,16500
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_0/seed_20260810/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,0,of_scad,397944,20260810,4aed109e71334b16cbefd37bda6180113da9d59c0448062077dad7d8d3353911,6458640,936421,16500
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_0/seed_20260811/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,0,of_scad,397944,20260811,b5fc1316d3fc5b257fda20c6f182d310c7c7e877400ea6345be0f49be669afa3,3234395,936421,6000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_0/seed_20260811/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,0,of_scad,397944,20260811,1b4a4b9e447d07b6b7a2b72037be49a8bd1ea37a9587f679c71f8364f92fb2aa,6455632,936421,6000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_1/seed_20260808/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,1,of_scad,397944,20260808,75fca2bfa55743fe23f2bf5a00f1927033154e24d3d0324309c30b08ba1ad3ab,3234395,935677,7750
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_1/seed_20260808/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,1,of_scad,397944,20260808,e0dcb1ca7d29f1b01fba42e0d277143a849bf0431e6c60bc3d418244b979300b,6456144,935677,7750
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_1/seed_20260810/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,1,of_scad,397944,20260810,e1c140c036abc19b14fbefdd75b617f85f35fb7c1fae8c640eb27659025c32e5,3234395,936421,6250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_1/seed_20260810/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,1,of_scad,397944,20260810,9db52e7b4343c2b70ecd46ae2f1cd2e1e9611bafe3491c39bac5687fc48519c7,6455696,936421,6250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_1/seed_20260811/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,1,of_scad,397944,20260811,0674822522d6f925176c7d6e4213601b0190bfc89a1529e96cc567ec21870164,3234395,936421,5250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_1/seed_20260811/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,1,of_scad,397944,20260811,b046c1cb7bf35848c566b8a6b18990c98d896ad72c10ed2e87631ee6adc36991,6455440,936421,5250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_2/seed_20260808/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,2,of_scad,397944,20260808,4b349a741d64f617d8c57d0079a19e69828cd4cd3c364c50eff5f9d78720b545,3234395,935677,6750
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_2/seed_20260808/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,2,of_scad,397944,20260808,3b0878174bd74e539ad93056335ad0f16a27697be7160cbd08c2b67d68bfb030,6455824,935677,6750
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_2/seed_20260810/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,2,of_scad,397944,20260810,245d12e15f6745556e2504fa2f513e364b8533200743f070b83d0b70e74e8eb9,3234395,936421,8750
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_2/seed_20260810/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,2,of_scad,397944,20260810,9c9a66e43575e2e564455575bec66f6d03629ea2149d08f49954768bca2b29c6,6456400,936421,8750
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_2/seed_20260811/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,2,of_scad,397944,20260811,5602b0350f33677fede162b7df439324cb979c54e0d40f792f5611d4d921fac8,3234395,936421,6250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_2/seed_20260811/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,2,of_scad,397944,20260811,e2bd6638566f1d6ea7cc1bb51d12894f81268ba037767ee0fd6fd550ca11a070,6455696,936421,6250
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_3/seed_20260808/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,3,of_scad,397944,20260808,916bdbcf1d46c7e8d0cce57c42a716f4715d97f59b5238263629dd7b98b6e18e,3234395,935677,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_3/seed_20260808/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,3,of_scad,397944,20260808,bb4079449a2ab008b9d782d3d7826ccdc105a9caea0d05bd9ff09b693c7a0561,6455312,935677,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_3/seed_20260810/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,3,of_scad,397944,20260810,82c813093b9ebc924b8609558638a40b3d871193f8e72a2d4b0e19bd5e31626a,3234395,936421,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_3/seed_20260810/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,3,of_scad,397944,20260810,403d3cbe7953386f3bcf0d7335784231493ca3e4e3163ccc1e5cd32114d12b44,6455312,936421,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_3/seed_20260811/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,3,of_scad,397944,20260811,05f3e1382b4332364da792aa65cba7db0a20f44e9689e2786738bb3fc583fc32,3234395,936421,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_3/seed_20260811/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,3,of_scad,397944,20260811,7409818b7c751d080efab08cf9b22d003d725d4915c560e7e710357f470c04aa,6455312,936421,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_4/seed_20260808/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,4,of_scad,397944,20260808,252fb872cc926179c273999bbb7d644004a39c6a8b511a304fe884007a568007,3234395,935677,9500
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_4/seed_20260808/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,4,of_scad,397944,20260808,7b77c3559198ab8f38a2a1010fd2344459824c38dbc05cac1c01b634d29fc156,6456656,935677,9500
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_4/seed_20260810/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,4,of_scad,397944,20260810,8d3c2de5dd401ff5ee5b03930e5d7b206206b2a53a239c0004531e2b064b36e7,3234395,936421,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_4/seed_20260810/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,4,of_scad,397944,20260810,770f8f18f39c70aa59af905166364a7b4acf3beff1b349c759b5b1d33982a122,6455312,936421,5000
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_4/seed_20260811/best_sampling.pt,yes,best_sampling,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,4,of_scad,397944,20260811,02be6e622c8cd9f323661164f31e1d5022caddeaa98488f85fb33dca476b7203,3234395,936421,10750
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/of_scad/fold_4/seed_20260811/last.pt,yes,last,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/of_scad.yaml,4,of_scad,397944,20260811,92dad42d2dd82d9067bad62940a2e5d46bfe60f49ed3aabcb53d7a24a45de90d,6456976,936421,10750
/projects/EEG-foundation-model/derived/denoiseNet/of_scad_v23/checkpoints/pop_marginal_det/fold_0/seed_20260808/best_artifact.pt,yes,best_artifact,/home/infres/yinwang/denoiseNet_of_scad_v23/configs/of_scad_v23/pop_marginal_det.yaml,0,pop_marginal_det,329720,20260808,3276fd7958f58d52f31887600a7c0c661b9ce2f07862ea00889a309a77e166af,2677235,935676,9750
