fold,participant,role,session,selection,support_trials,class_0_trials,class_1_trials,gallery_trials,query_trials,support_query_overlap
0,15,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
0,16,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
0,17,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
0,18,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
0,1,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
0,2,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
0,3,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
0,4,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
0,5,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
0,6,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
0,7,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
0,8,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
0,9,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,1,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,2,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,3,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,4,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,5,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,6,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,7,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,8,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,9,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,28,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,29,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,30,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,31,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,32,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,33,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,34,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,35,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,36,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,37,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,38,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,39,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,40,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,41,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,42,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,43,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,44,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,45,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,46,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,47,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,48,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,49,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,50,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,51,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,52,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,53,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,54,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,19,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,20,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,21,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,22,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,23,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,24,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,25,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,26,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,27,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,10,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,11,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,12,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,13,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,14,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,15,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,16,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,17,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
1,18,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,1,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,2,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,3,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,4,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,5,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,6,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,7,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,8,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,9,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,10,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,11,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,12,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,13,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,14,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,15,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,16,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,17,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,18,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,37,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,38,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,39,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,40,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,41,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,42,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,43,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,44,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,45,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,46,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,47,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,48,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,49,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,50,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,51,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,52,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,53,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,54,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,28,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,29,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,30,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,31,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,32,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,33,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,34,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,35,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,36,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,19,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,20,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,21,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,22,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,23,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,24,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,25,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,26,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
2,27,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,1,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,2,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,3,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,4,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,5,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,6,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,7,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,8,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,9,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,10,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,11,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,12,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,13,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,14,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,15,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,16,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,17,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,18,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,19,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,20,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,21,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,22,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,23,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,24,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,25,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,26,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,27,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,46,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,47,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,48,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,49,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,50,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,51,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,52,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,53,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,54,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,37,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,38,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,39,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,40,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,41,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,42,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,43,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,44,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,45,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,28,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,29,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,30,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,31,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,32,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,33,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,34,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,35,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
3,36,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,1,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,2,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,3,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,4,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,5,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,6,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,7,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,8,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,9,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,10,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,11,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,12,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,13,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,14,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,15,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,16,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,17,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,18,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,19,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,20,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,21,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,22,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,23,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,24,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,25,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,26,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,27,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,28,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,29,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,30,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,31,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,32,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,33,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,34,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,35,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,36,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,46,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,47,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,48,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,49,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,50,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,51,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,52,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,53,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,54,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,37,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,38,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,39,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,40,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,41,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,42,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,43,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,44,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
4,45,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,10,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,11,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,12,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,13,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,14,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,15,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,16,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,17,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,18,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,19,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,20,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,21,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,22,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,23,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,24,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,25,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,26,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,27,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,28,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,29,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,30,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,31,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,32,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,33,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,34,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,35,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,36,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,37,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,38,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,39,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,40,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,41,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,42,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,43,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,44,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,45,train,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,1,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,2,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,3,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,4,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,5,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,6,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,7,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,8,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,9,validation,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,46,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,47,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,48,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,49,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,50,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,51,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,52,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,53,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
5,54,test,ses_0,chronological first 10 trials per true MI class,20,10,10,80,100,0
