adaptive_subject_attack_recall,cross_session_same_different_auroc,cross_session_verification_recall,fixed_head_balanced_accuracy,fold,linear_subject_probe_recall,method,participant,seed,strength
0.17,0.4933322774786189,0.1,0.8799999999999999,2,0.17,Stratified-Resample,20,20260941,strong
0.1,0.5046638601862483,0.06,0.5,2,0.18,Stratified-Resample,21,20260941,strong
0.06,0.5001251767763636,0.06,0.69,2,0.13,Stratified-Resample,22,20260941,strong
0.18,0.5207990416478678,0.2,0.63,2,0.14,Stratified-Resample,23,20260941,strong
0.11,0.48517569387134607,0.13,0.81,2,0.17,Stratified-Resample,24,20260941,strong
0.09,0.4903026347032534,0.07,0.98,2,0.12,Stratified-Resample,25,20260941,strong
0.16,0.49797030136201625,0.04,0.8300000000000001,2,0.16,Stratified-Resample,26,20260941,strong
0.09,0.5114932472716904,0.2,0.8300000000000001,2,0.1,Stratified-Resample,27,20260941,strong
0.51,0.5542629919256699,0.45,0.6699999999999999,2,0.63,SARD-Bridge,19,20260941,weak
0.4,0.5145391194171682,0.09,0.8999999999999999,2,0.61,SARD-Bridge,20,20260941,weak
0.31,0.5538237020028064,0.29,0.5,2,0.31,SARD-Bridge,21,20260941,weak
0.51,0.5460182318541451,0.28,0.69,2,0.61,SARD-Bridge,22,20260941,weak
0.48,0.5606681498306808,0.47,0.63,2,0.65,SARD-Bridge,23,20260941,weak
0.63,0.5887716148585713,0.38,0.8200000000000001,2,0.62,SARD-Bridge,24,20260941,weak
0.84,0.5422901259431799,0.17,0.98,2,0.89,SARD-Bridge,25,20260941,weak
0.43,0.5366021989562118,0.23,0.8300000000000001,2,0.62,SARD-Bridge,26,20260941,weak
0.25,0.48055188324649406,0.05,0.8300000000000001,2,0.41,SARD-Bridge,27,20260941,weak
0.36,0.5588202807494015,0.16,0.91,3,0.43,RAW,28,20260940,strong
0.38,0.5234433913297254,0.3,0.72,3,0.53,RAW,29,20260940,strong
0.42,0.5410329916420386,0.14,0.73,3,0.53,RAW,30,20260940,strong
0.37,0.5246909188372603,0.26,0.8400000000000001,3,0.33,RAW,31,20260940,strong
0.44,0.6239167686658507,0.37,0.6,3,0.5,RAW,32,20260940,strong
0.5,0.5444179303009,0.24,0.8400000000000001,3,0.7,RAW,33,20260940,strong
0.16,0.5033563239826371,0.17,0.71,3,0.15,RAW,34,20260940,strong
0.47,0.5403806327900288,0.45,0.77,3,0.42,RAW,35,20260940,strong
0.46,0.6195176263170649,0.35,0.74,3,0.47,RAW,36,20260940,strong
0.18,0.49724242709730937,0.05,0.81,3,0.23,LEACE,28,20260940,strong
0.27,0.49454606707681337,0.17,0.6799999999999999,3,0.38,LEACE,29,20260940,strong
0.22,0.5320762743995455,0.14,0.6499999999999999,3,0.38,LEACE,30,20260940,strong
0.33,0.497981043346897,0.14,0.77,3,0.36,LEACE,31,20260940,strong
0.23,0.5114640805950476,0.04,0.5900000000000001,3,0.03,LEACE,32,20260940,strong
0.12,0.48599378030907814,0.23,0.7,3,0.2,LEACE,33,20260940,strong
0.08,0.4945320718100838,0.04,0.6799999999999999,3,0.18,LEACE,34,20260940,strong
0.45,0.5248724832214765,0.27,0.8,3,0.25,LEACE,35,20260940,strong
0.18,0.5448386935051263,0.16,0.74,3,0.16,LEACE,36,20260940,strong
0.37,0.5473876964493203,0.15,0.91,3,0.47,OneStep-Bridge,28,20260940,weak
0.45,0.5185937099083535,0.29,0.71,3,0.61,OneStep-Bridge,29,20260940,weak
0.41,0.5482515444059171,0.11,0.73,3,0.5,OneStep-Bridge,30,20260940,weak
0.38,0.5165069077264199,0.18,0.8400000000000001,3,0.38,OneStep-Bridge,31,20260940,weak
0.39,0.6129347519066002,0.37,0.6,3,0.5,OneStep-Bridge,32,20260940,weak
0.46,0.5271756732311739,0.27,0.8400000000000001,3,0.65,OneStep-Bridge,33,20260940,weak
0.09,0.5124855640673732,0.15,0.71,3,0.15,OneStep-Bridge,34,20260940,weak
0.52,0.5326030680728667,0.49,0.77,3,0.36,OneStep-Bridge,35,20260940,weak
0.45,0.6109603606313556,0.34,0.74,3,0.4,OneStep-Bridge,36,20260940,weak
0.27,0.5162449361475412,0.17,0.9,3,0.25,Gaussian-Bridge,28,20260940,medium
0.13,0.4897071583726538,0.23,0.7,3,0.18,Gaussian-Bridge,29,20260940,medium
0.11,0.5402973492253104,0.08,0.74,3,0.22,Gaussian-Bridge,30,20260940,medium
0.11,0.49455715016690627,0.15,0.86,3,0.22,Gaussian-Bridge,31,20260940,medium
0.3,0.5360323886639676,0.16,0.6000000000000001,3,0.25,Gaussian-Bridge,32,20260940,medium
0.21,0.49443509890088466,0.25,0.8300000000000001,3,0.27,Gaussian-Bridge,33,20260940,medium
0.15,0.5136938601271042,0.11,0.71,3,0.16,Gaussian-Bridge,34,20260940,medium
0.39,0.5246251198465964,0.12,0.79,3,0.2,Gaussian-Bridge,35,20260940,medium
0.21,0.5120844091277501,0.18,0.74,3,0.33,Gaussian-Bridge,36,20260940,medium
0.24,0.5060565895325934,0.18,0.91,3,0.11,Stratified-Resample,28,20260940,strong
0.12,0.5471237824381205,0.19,0.72,3,0.07,Stratified-Resample,29,20260940,strong
0.16,0.5113354913490619,0.03,0.73,3,0.1,Stratified-Resample,30,20260940,strong
0.07,0.4971945128042689,0.06,0.8400000000000001,3,0.15,Stratified-Resample,31,20260940,strong
0.11,0.5367187647114208,0.17,0.6,3,0.08,Stratified-Resample,32,20260940,strong
0.11,0.4753936592081646,0.16,0.8400000000000001,3,0.06,Stratified-Resample,33,20260940,strong
0.05,0.505645190272634,0.09,0.71,3,0.08,Stratified-Resample,34,20260940,strong
0.25,0.5341629913710451,0.13,0.77,3,0.2,Stratified-Resample,35,20260940,strong
0.05,0.5220819859791609,0.08,0.74,3,0.17,Stratified-Resample,36,20260940,strong
0.6,0.5519488184073541,0.13,0.91,3,0.68,SARD-Bridge,28,20260940,weak
0.65,0.5381452123106695,0.39,0.72,3,0.76,SARD-Bridge,29,20260940,weak
0.57,0.5706753433736542,0.28,0.73,3,0.7,SARD-Bridge,30,20260940,weak
0.63,0.5290075777880656,0.22,0.8400000000000001,3,0.6,SARD-Bridge,31,20260940,weak
0.64,0.6600009415309294,0.51,0.6,3,0.81,SARD-Bridge,32,20260940,weak
0.58,0.5424714335076912,0.34,0.8400000000000001,3,0.82,SARD-Bridge,33,20260940,weak
0.2,0.5369992103338452,0.13,0.71,3,0.29,SARD-Bridge,34,20260940,weak
0.46,0.5489060402684564,0.52,0.77,3,0.6,SARD-Bridge,35,20260940,weak
0.49,0.6200294120104612,0.42,0.75,3,0.63,SARD-Bridge,36,20260940,weak
0.28,0.5432905980472005,0.28,0.91,3,0.32,RAW,28,20260941,strong
0.4,0.554211804455707,0.36,0.67,3,0.51,RAW,29,20260941,strong
0.37,0.5560903176425565,0.23,0.7,3,0.46,RAW,30,20260941,strong
0.35,0.5095430569888774,0.13,0.79,3,0.37,RAW,31,20260941,strong
0.58,0.55447412501102,0.39,0.71,3,0.64,RAW,32,20260941,strong
0.55,0.5372221980917633,0.19,0.8300000000000001,3,0.61,RAW,33,20260941,strong
0.29,0.5606908465523524,0.34,0.71,3,0.42,RAW,34,20260941,strong
0.57,0.531315634546843,0.19,0.82,3,0.66,RAW,35,20260941,strong
0.32,0.5368332598871521,0.21,0.79,3,0.44,RAW,36,20260941,strong
0.18,0.4857764209814877,0.17,0.76,3,0.2,LEACE,28,20260941,strong
0.24,0.5132921549994721,0.31,0.73,3,0.22,LEACE,29,20260941,strong
0.27,0.5373603775991836,0.2,0.53,3,0.38,LEACE,30,20260941,strong
0.39,0.509063371937469,0.09,0.77,3,0.31,LEACE,31,20260941,strong
0.51,0.4991075086474685,0.25,0.6799999999999999,3,0.43,LEACE,32,20260941,strong
0.17,0.5018064061542322,0.07,0.77,3,0.2,LEACE,33,20260941,strong
0.16,0.5031786209024727,0.17,0.73,3,0.27,LEACE,34,20260941,strong
0.39,0.528460531759165,0.23,0.8200000000000001,3,0.43,LEACE,35,20260941,strong
0.25,0.49295888741996524,0.19,0.71,3,0.2,LEACE,36,20260941,strong
0.32,0.5320182408098252,0.2,0.91,3,0.31,OneStep-Bridge,28,20260941,weak
0.46,0.564225530566994,0.41,0.6799999999999999,3,0.57,OneStep-Bridge,29,20260941,weak
0.41,0.5571118765148616,0.23,0.7,3,0.48,OneStep-Bridge,30,20260941,weak
0.4,0.5038814356151817,0.13,0.79,3,0.37,OneStep-Bridge,31,20260941,weak
0.57,0.559564592829991,0.53,0.71,3,0.61,OneStep-Bridge,32,20260941,weak
0.48,0.5290863725646334,0.13,0.8300000000000001,3,0.57,OneStep-Bridge,33,20260941,weak
0.31,0.5520917949955346,0.32,0.71,3,0.42,OneStep-Bridge,34,20260941,weak
0.53,0.5263771321283095,0.01,0.82,3,0.66,OneStep-Bridge,35,20260941,weak
0.29,0.5329470928273323,0.22,0.79,3,0.53,OneStep-Bridge,36,20260941,weak
0.18,0.5165359547852699,0.06,0.9099999999999999,3,0.23,Gaussian-Bridge,28,20260941,medium
0.31,0.5310780276633935,0.31,0.7,3,0.3,Gaussian-Bridge,29,20260941,medium
0.17,0.527397882382957,0.19,0.6699999999999999,3,0.21,Gaussian-Bridge,30,20260941,medium
0.08,0.4853868057944425,0.01,0.78,3,0.13,Gaussian-Bridge,31,20260941,medium
0.25,0.5206590226675172,0.26,0.72,3,0.28,Gaussian-Bridge,32,20260941,medium
0.19,0.5003054916098394,0.15,0.81,3,0.27,Gaussian-Bridge,33,20260941,medium
0.15,0.5454057800623131,0.22,0.76,3,0.19,Gaussian-Bridge,34,20260941,medium
0.44,0.5201547781950102,0.07,0.81,3,0.32,Gaussian-Bridge,35,20260941,medium
0.24,0.4887551736354132,0.24,0.78,3,0.3,Gaussian-Bridge,36,20260941,medium
0.08,0.48759518615764025,0.04,0.91,3,0.18,Stratified-Resample,28,20260941,medium
0.13,0.5367141801288142,0.19,0.67,3,0.25,Stratified-Resample,29,20260941,medium
0.16,0.5257874728919505,0.17,0.7,3,0.25,Stratified-Resample,30,20260941,medium
0.05,0.5061307953980813,0.06,0.79,3,0.15,Stratified-Resample,31,20260941,medium
0.24,0.4979437953441096,0.17,0.71,3,0.29,Stratified-Resample,32,20260941,medium
0.05,0.4935962588136501,0.09,0.8300000000000001,3,0.22,Stratified-Resample,33,20260941,medium
0.17,0.542850578381148,0.21,0.71,3,0.23,Stratified-Resample,34,20260941,medium
0.27,0.5085444246435845,0.02,0.82,3,0.27,Stratified-Resample,35,20260941,medium
0.1,0.4983507011950126,0.21,0.79,3,0.18,Stratified-Resample,36,20260941,medium
0.52,0.558810854117187,0.44,0.91,3,0.68,SARD-Bridge,28,20260941,weak
0.52,0.5495956076443882,0.41,0.6799999999999999,3,0.67,SARD-Bridge,29,20260941,weak
0.63,0.5965658885061871,0.54,0.7,3,0.77,SARD-Bridge,30,20260941,weak
0.5,0.5010014142109085,0.11,0.79,3,0.54,SARD-Bridge,31,20260941,weak
0.67,0.5251054031768752,0.2,0.71,3,0.76,SARD-Bridge,32,20260941,weak
0.7,0.5518008561486822,0.28,0.8300000000000001,3,0.76,SARD-Bridge,33,20260941,weak
0.49,0.5757769187805402,0.16,0.73,3,0.66,SARD-Bridge,34,20260941,weak
0.66,0.539040621817719,0.24,0.82,3,0.76,SARD-Bridge,35,20260941,weak
0.53,0.5474051896207585,0.22,0.78,3,0.72,SARD-Bridge,36,20260941,weak
0.08,0.5171253236479879,0.03,0.6000000000000001,4,0.14,RAW,37,20260940,strong
0.13,0.5128978805168554,0.1,0.6699999999999999,4,0.19,RAW,38,20260940,strong
0.17,0.5252949709436017,0.17,0.73,4,0.23,RAW,39,20260940,strong
0.45,0.5443834214565921,0.38,0.75,4,0.51,RAW,40,20260940,strong
0.29,0.5316806327087844,0.24,0.79,4,0.31,RAW,41,20260940,strong
0.3,0.5323197540719911,0.34,0.66,4,0.48,RAW,42,20260940,strong
0.4,0.5622801828761914,0.5,0.85,4,0.31,RAW,43,20260940,strong
0.36,0.5104046021093,0.16,0.6799999999999999,4,0.45,RAW,44,20260940,strong
0.57,0.5856050351356545,0.33,0.76,4,0.56,RAW,45,20260940,strong
0.11,0.5213713253567843,0.16,0.51,4,0.09,LEACE,37,20260940,strong
0.23,0.5171247030157732,0.26,0.62,4,0.26,LEACE,38,20260940,strong
0.16,0.49996503975128,0.27,0.65,4,0.17,LEACE,39,20260940,strong
0.37,0.5010345751809167,0.17,0.74,4,0.22,LEACE,40,20260940,strong
0.21,0.5383617361830336,0.3,0.69,4,0.23,LEACE,41,20260940,strong
0.2,0.5181423899774371,0.22,0.65,4,0.35,LEACE,42,20260940,strong
0.11,0.49830168355270127,0.19,0.79,4,0.12,LEACE,43,20260940,strong
0.38,0.5158734419942473,0.33,0.6799999999999999,4,0.37,LEACE,44,20260940,strong
0.24,0.5275936045588616,0.2,0.64,4,0.31,LEACE,45,20260940,strong
0.16,0.5193160049682877,0.13,0.5900000000000001,4,0.23,OneStep-Bridge,37,20260940,weak
0.16,0.5174880373872047,0.25,0.6699999999999999,4,0.26,OneStep-Bridge,38,20260940,weak
0.19,0.5283616248735769,0.18,0.73,4,0.26,OneStep-Bridge,39,20260940,weak
0.39,0.5478735898248094,0.47,0.75,4,0.52,OneStep-Bridge,40,20260940,weak
0.31,0.5283993974202053,0.21,0.8,4,0.32,OneStep-Bridge,41,20260940,weak
0.47,0.5461282911447936,0.41,0.66,4,0.56,OneStep-Bridge,42,20260940,weak
0.42,0.5472600138507249,0.45,0.85,4,0.31,OneStep-Bridge,43,20260940,weak
0.44,0.5205637583892617,0.12,0.6799999999999999,4,0.44,OneStep-Bridge,44,20260940,weak
0.64,0.5851350278662089,0.35,0.76,4,0.61,OneStep-Bridge,45,20260940,weak
0.17,0.5191243338888545,0.04,0.6000000000000001,4,0.17,Gaussian-Bridge,37,20260940,medium
0.11,0.510684576798701,0.11,0.69,4,0.24,Gaussian-Bridge,38,20260940,medium
0.19,0.4986050368362846,0.31,0.72,4,0.15,Gaussian-Bridge,39,20260940,medium
0.07,0.5098136010331132,0.08,0.76,4,0.15,Gaussian-Bridge,40,20260940,medium
0.15,0.5419969871010263,0.16,0.8,4,0.24,Gaussian-Bridge,41,20260940,medium
0.1,0.5027031067042029,0.27,0.6799999999999999,4,0.18,Gaussian-Bridge,42,20260940,medium
0.21,0.524393690829674,0.31,0.86,4,0.18,Gaussian-Bridge,43,20260940,medium
0.17,0.5232770853307767,0.07,0.6799999999999999,4,0.19,Gaussian-Bridge,44,20260940,medium
0.14,0.49976395190467837,0.08,0.75,4,0.17,Gaussian-Bridge,45,20260940,medium
0.09,0.5122934798263482,0.15,0.6000000000000001,4,0.13,Stratified-Resample,37,20260940,medium
0.14,0.5044520702224469,0.26,0.6699999999999999,4,0.12,Stratified-Resample,38,20260940,medium
0.13,0.5138861123120148,0.05,0.73,4,0.16,Stratified-Resample,39,20260940,medium
0.23,0.5089067030530445,0.09,0.75,4,0.09,Stratified-Resample,40,20260940,medium
0.1,0.5198333490255155,0.1,0.79,4,0.17,Stratified-Resample,41,20260940,medium
0.17,0.5211184611735089,0.28,0.66,4,0.27,Stratified-Resample,42,20260940,medium
0.09,0.49019133620643607,0.12,0.85,4,0.14,Stratified-Resample,43,20260940,medium
0.12,0.5161476510067113,0.1,0.6799999999999999,4,0.19,Stratified-Resample,44,20260940,medium
0.26,0.4957260672298398,0.21,0.76,4,0.26,Stratified-Resample,45,20260940,medium
0.4,0.5624484951654489,0.23,0.6000000000000001,4,0.5,SARD-Bridge,37,20260940,weak
0.2,0.4903525420674607,0.14,0.6799999999999999,4,0.34,SARD-Bridge,38,20260940,weak
0.41,0.5461795341719198,0.35,0.73,4,0.57,SARD-Bridge,39,20260940,weak
0.54,0.5231090860359153,0.17,0.75,4,0.74,SARD-Bridge,40,20260940,weak
0.5,0.539970812541192,0.26,0.79,4,0.57,SARD-Bridge,41,20260940,weak
0.38,0.5883099706779811,0.48,0.66,4,0.63,SARD-Bridge,42,20260940,weak
0.52,0.5691977749480598,0.58,0.85,4,0.62,SARD-Bridge,43,20260940,weak
0.59,0.5261601150527325,0.15,0.6799999999999999,4,0.62,SARD-Bridge,44,20260940,weak
0.75,0.5696832777680295,0.42,0.76,4,0.85,SARD-Bridge,45,20260940,weak
0.15,0.48943293635650836,0.19,0.66,4,0.15,RAW,37,20260941,strong
0.19,0.5197286453384015,0.12,0.7,4,0.11,RAW,38,20260941,strong
0.19,0.5370746268656716,0.29,0.69,4,0.19,RAW,39,20260941,strong
0.52,0.578017620303482,0.44,0.79,4,0.67,RAW,40,20260941,strong
0.43,0.5624106082528225,0.31,0.69,4,0.34,RAW,41,20260941,strong
0.36,0.5392829392829392,0.31,0.63,4,0.52,RAW,42,20260941,strong
0.3,0.5286316212456657,0.22,0.87,4,0.25,RAW,43,20260941,strong
0.28,0.5002247485997964,0.11,0.68,4,0.38,RAW,44,20260941,strong
0.54,0.6010165815555036,0.4,0.71,4,0.65,RAW,45,20260941,strong
0.04,0.5035179247091969,0.14,0.5599999999999999,4,0.08,LEACE,37,20260941,strong
0.08,0.5033692323936227,0.07,0.6799999999999999,4,0.1,LEACE,38,20260941,strong
0.15,0.5068075009567546,0.16,0.62,4,0.2,LEACE,39,20260941,strong
0.24,0.5417316439246265,0.33,0.76,4,0.22,LEACE,40,20260941,strong
0.25,0.5157293173815413,0.13,0.69,4,0.29,LEACE,41,20260941,strong
0.25,0.5139131400000965,0.25,0.64,4,0.29,LEACE,42,20260941,strong
0.19,0.5234106655156403,0.25,0.81,4,0.23,LEACE,43,20260941,strong
0.27,0.5104955607179226,0.13,0.65,4,0.27,LEACE,44,20260941,strong
0.23,0.5374618727912142,0.19,0.69,4,0.34,LEACE,45,20260941,strong
0.16,0.5032863074320668,0.22,0.66,4,0.23,OneStep-Bridge,37,20260941,weak
0.22,0.5304814697497624,0.15,0.7,4,0.19,OneStep-Bridge,38,20260941,weak
0.15,0.5411016711315219,0.4,0.69,4,0.26,OneStep-Bridge,39,20260941,weak
0.47,0.5715122501242212,0.4,0.79,4,0.6,OneStep-Bridge,40,20260941,weak
0.51,0.549680289994866,0.26,0.68,4,0.39,OneStep-Bridge,41,20260941,weak
0.46,0.5386130777435125,0.31,0.63,4,0.53,OneStep-Bridge,42,20260941,weak
0.28,0.5257505304110337,0.16,0.87,4,0.29,OneStep-Bridge,43,20260941,weak
0.29,0.4999363543788187,0.09,0.68,4,0.37,OneStep-Bridge,44,20260941,weak
0.52,0.5889303643794661,0.4,0.71,4,0.64,OneStep-Bridge,45,20260941,weak
0.12,0.5029910903288396,0.18,0.64,4,0.18,Gaussian-Bridge,37,20260941,strong
0.19,0.5093263646922184,0.19,0.66,4,0.16,Gaussian-Bridge,38,20260941,strong
0.12,0.4906003316749586,0.13,0.63,4,0.1,Gaussian-Bridge,39,20260941,strong
0.06,0.5101737186102511,0.12,0.75,4,0.09,Gaussian-Bridge,40,20260941,strong
0.05,0.4759898564027568,0.1,0.64,4,0.11,Gaussian-Bridge,41,20260941,strong
0.16,0.5015824754955189,0.28,0.65,4,0.1,Gaussian-Bridge,42,20260941,strong
0.13,0.5163266620587158,0.02,0.85,4,0.08,Gaussian-Bridge,43,20260941,strong
0.08,0.4885905279404277,0.02,0.66,4,0.14,Gaussian-Bridge,44,20260941,strong
0.14,0.4898676672628768,0.14,0.7,4,0.13,Gaussian-Bridge,45,20260941,strong
0.14,0.49379949158109165,0.25,0.66,4,0.12,Stratified-Resample,37,20260941,medium
0.25,0.5192830746489282,0.17,0.7,4,0.12,Stratified-Resample,38,20260941,medium
0.06,0.5207633626738105,0.12,0.69,4,0.13,Stratified-Resample,39,20260941,medium
0.27,0.5293515651874785,0.2,0.79,4,0.24,Stratified-Resample,40,20260941,medium
0.27,0.48179805114322904,0.06,0.69,4,0.27,Stratified-Resample,41,20260941,medium
0.15,0.5132664437012263,0.22,0.63,4,0.23,Stratified-Resample,42,20260941,medium
0.11,0.5133494387304358,0.13,0.87,4,0.13,Stratified-Resample,43,20260941,medium
0.11,0.48285794695137474,0.11,0.68,4,0.23,Stratified-Resample,44,20260941,medium
0.27,0.5100880490102047,0.09,0.71,4,0.26,Stratified-Resample,45,20260941,medium
0.25,0.5381000928367611,0.23,0.66,4,0.36,SARD-Bridge,37,20260941,weak
0.42,0.5458050892197234,0.18,0.7,4,0.53,SARD-Bridge,38,20260941,weak
0.3,0.5466125781349662,0.4,0.7,4,0.46,SARD-Bridge,39,20260941,weak
0.67,0.6213421625960326,0.51,0.78,4,0.75,SARD-Bridge,40,20260941,weak
0.58,0.5440981999782193,0.2,0.69,4,0.54,SARD-Bridge,41,20260941,weak
0.58,0.5683697944567511,0.44,0.63,4,0.65,SARD-Bridge,42,20260941,weak
0.49,0.5428996059529085,0.19,0.87,4,0.44,SARD-Bridge,43,20260941,weak
0.48,0.5606572603742362,0.3,0.68,4,0.56,SARD-Bridge,44,20260941,weak
0.71,0.6024012580898808,0.43,0.71,4,0.78,SARD-Bridge,45,20260941,weak
0.3,0.5366638619881596,0.29,0.6599999999999999,5,0.37,RAW,46,20260940,strong
0.31,0.5170355832642901,0.19,0.79,5,0.43,RAW,47,20260940,strong
0.18,0.5083298947548794,0.16,0.66,5,0.23,RAW,48,20260940,strong
0.24,0.5100655442118857,0.2,0.88,5,0.33,RAW,49,20260940,strong
0.24,0.5081875529611147,0.2,0.63,5,0.32,RAW,50,20260940,strong
0.27,0.47306912825756586,0.05,0.72,5,0.19,RAW,51,20260940,strong
0.29,0.49102179692273024,0.13,0.74,5,0.52,RAW,52,20260940,strong
0.48,0.545901246404602,0.35,0.76,5,0.49,RAW,53,20260940,strong
0.28,0.5211513715856584,0.17,0.77,5,0.33,RAW,54,20260940,strong
0.18,0.5246048272956944,0.18,0.5900000000000001,5,0.23,LEACE,46,20260940,strong
0.35,0.4772352898546467,0.15,0.77,5,0.38,LEACE,47,20260940,strong
0.2,0.4963144019483199,0.18,0.66,5,0.23,LEACE,48,20260940,strong
0.17,0.5020686630442728,0.27,0.8,5,0.22,LEACE,49,20260940,strong
0.22,0.515363901704171,0.17,0.6000000000000001,5,0.2,LEACE,50,20260940,strong
0.11,0.4819989666344237,0.01,0.6200000000000001,5,0.09,LEACE,51,20260940,strong
0.23,0.4885760658307666,0.17,0.71,5,0.3,LEACE,52,20260940,strong
0.25,0.5261984659635667,0.22,0.69,5,0.26,LEACE,53,20260940,strong
0.29,0.5062636302108139,0.11,0.76,5,0.18,LEACE,54,20260940,strong
0.32,0.5343042502249699,0.34,0.6599999999999999,5,0.33,OneStep-Bridge,46,20260940,weak
0.4,0.5103848993926147,0.19,0.79,5,0.4,OneStep-Bridge,47,20260940,weak
0.1,0.5031291884593757,0.11,0.66,5,0.25,OneStep-Bridge,48,20260940,weak
0.28,0.5114865622182696,0.25,0.88,5,0.34,OneStep-Bridge,49,20260940,weak
0.23,0.509779681762546,0.23,0.63,5,0.28,OneStep-Bridge,50,20260940,weak
0.24,0.47070126960984493,0.09,0.72,5,0.24,OneStep-Bridge,51,20260940,weak
0.42,0.48823513985249856,0.12,0.74,5,0.52,OneStep-Bridge,52,20260940,weak
0.48,0.5354515819750719,0.4,0.76,5,0.44,OneStep-Bridge,53,20260940,weak
0.35,0.527384712439108,0.14,0.77,5,0.33,OneStep-Bridge,54,20260940,weak
0.24,0.523477541455639,0.18,0.6100000000000001,5,0.19,Gaussian-Bridge,46,20260940,medium
0.14,0.48508762136445277,0.09,0.8200000000000001,5,0.2,Gaussian-Bridge,47,20260940,medium
0.09,0.5064597676472934,0.08,0.65,5,0.13,Gaussian-Bridge,48,20260940,medium
0.21,0.4953417314392925,0.17,0.88,5,0.17,Gaussian-Bridge,49,20260940,medium
0.16,0.5022587326993692,0.16,0.62,5,0.2,Gaussian-Bridge,50,20260940,medium
0.12,0.47140751107293455,0.06,0.6799999999999999,5,0.16,Gaussian-Bridge,51,20260940,medium
0.15,0.48811372746707543,0.04,0.71,5,0.2,Gaussian-Bridge,52,20260940,medium
0.15,0.505693192713327,0.15,0.75,5,0.13,Gaussian-Bridge,53,20260940,medium
0.09,0.5118870060745828,0.13,0.76,5,0.1,Gaussian-Bridge,54,20260940,medium
0.23,0.5161247356401002,0.29,0.6599999999999999,5,0.18,Stratified-Resample,46,20260940,medium
0.17,0.4958858013628467,0.11,0.79,5,0.22,Stratified-Resample,47,20260940,medium
0.06,0.49460085736317,0.0,0.66,5,0.12,Stratified-Resample,48,20260940,medium
0.11,0.4974323237737872,0.13,0.88,5,0.12,Stratified-Resample,49,20260940,medium
0.09,0.5118609358817436,0.16,0.63,5,0.15,Stratified-Resample,50,20260940,medium
0.06,0.47791749756552504,0.03,0.72,5,0.16,Stratified-Resample,51,20260940,medium
0.1,0.4821004148418385,0.06,0.74,5,0.18,Stratified-Resample,52,20260940,medium
0.18,0.5063950143815916,0.3,0.76,5,0.22,Stratified-Resample,53,20260940,medium
0.08,0.5175009817929629,0.11,0.77,5,0.22,Stratified-Resample,54,20260940,medium
0.45,0.5569517584467929,0.47,0.6499999999999999,5,0.5,SARD-Bridge,46,20260940,weak
0.27,0.5091773757269136,0.18,0.79,5,0.46,SARD-Bridge,47,20260940,weak
0.25,0.5007351500188588,0.12,0.66,5,0.36,SARD-Bridge,48,20260940,weak
0.46,0.5196403596403597,0.37,0.88,5,0.56,SARD-Bridge,49,20260940,weak
0.3,0.5061190095094624,0.17,0.63,5,0.39,SARD-Bridge,50,20260940,weak
0.38,0.48225784962472795,0.11,0.71,5,0.41,SARD-Bridge,51,20260940,weak
0.51,0.5058379931406859,0.35,0.74,5,0.62,SARD-Bridge,52,20260940,weak
0.62,0.5524122722914669,0.46,0.76,5,0.71,SARD-Bridge,53,20260940,weak
0.4,0.5465505644265076,0.18,0.76,5,0.5,SARD-Bridge,54,20260940,weak
0.3,0.5468388987927424,0.31,0.73,5,0.27,RAW,46,20260941,strong
0.43,0.578294794636258,0.35,0.85,5,0.5,RAW,47,20260941,strong
0.36,0.5233698175787728,0.21,0.66,5,0.4,RAW,48,20260941,strong
0.3,0.5302832244008715,0.19,0.82,5,0.41,RAW,49,20260941,strong
0.28,0.5254787871244768,0.09,0.5900000000000001,5,0.33,RAW,50,20260941,strong
0.23,0.517052995313865,0.18,0.6100000000000001,5,0.26,RAW,51,20260941,strong
0.37,0.5165429601694239,0.14,0.76,5,0.36,RAW,52,20260941,strong
0.4,0.5708853105906314,0.31,0.71,5,0.53,RAW,53,20260941,strong
0.25,0.49558242821715875,0.24,0.73,5,0.22,RAW,54,20260941,strong
0.16,0.5173314272370526,0.16,0.6599999999999999,5,0.15,LEACE,46,20260941,strong
0.25,0.5076623376623377,0.17,0.76,5,0.3,LEACE,47,20260941,strong
0.31,0.5326607985712464,0.14,0.64,5,0.24,LEACE,48,20260941,strong
0.14,0.5136222910216719,0.18,0.76,5,0.19,LEACE,49,20260941,strong
0.26,0.5060037027241471,0.15,0.58,5,0.24,LEACE,50,20260941,strong
0.12,0.49579502622980887,0.11,0.7,5,0.11,LEACE,51,20260941,strong
0.18,0.5162026511419099,0.11,0.68,5,0.27,LEACE,52,20260941,strong
0.16,0.5137683378946029,0.22,0.62,5,0.25,LEACE,53,20260941,strong
0.1,0.4964384002557655,0.12,0.6399999999999999,5,0.14,LEACE,54,20260941,strong
0.19,0.5413996897847289,0.23,0.73,5,0.25,OneStep-Bridge,46,20260941,weak
0.36,0.5599039172209903,0.32,0.8300000000000001,5,0.48,OneStep-Bridge,47,20260941,weak
0.36,0.5241352213292512,0.31,0.66,5,0.44,OneStep-Bridge,48,20260941,weak
0.27,0.5310046630738066,0.2,0.82,5,0.42,OneStep-Bridge,49,20260941,weak
0.26,0.5184446484227121,0.05,0.5900000000000001,5,0.3,OneStep-Bridge,50,20260941,weak
