between_query_variation,conditional_covariance_discrepancy,conditional_energy_distance,conditional_mmd_rbf,duplicate_rate,fold,method,releases_per_query,variance_retained,within_query_diversity
51.198631286621094,0.5250762530944999,0.39604791460935473,0.018152288580415066,1.0,4,OneStep-Bridge,8,0.5853158831596375,2.4879707669067663e-13
19.76006317138672,0.4110613173451033,0.30813520003962935,0.013629276263584789,0.0,4,Gaussian-Bridge,8,0.5787716507911682,35.23638153076172
19.741615295410156,0.4545461523502509,0.3214330032878969,0.014767734183382286,0.0014285714285714286,4,Stratified-Resample,8,0.5791351199150085,35.29372787475586
41.142704010009766,0.49657499006073963,0.4833727795896685,0.022182936139707454,0.0,4,SARD-Bridge,8,0.4877117872238159,1.7332948446273804
54.80400085449219,0.4753723284736079,0.2672197101155227,0.010892852220387716,1.0,4,OneStep-Bridge,8,0.7100547552108765,2.580272692558061e-13
17.249500274658203,0.21484436300120033,0.06002655475935548,0.0016286714530500124,0.0,4,Gaussian-Bridge,8,0.9882465600967407,67.38339233398438
21.34143829345703,0.401066735233899,0.3151991589672072,0.013225802808737974,0.0007936507936507937,4,Stratified-Resample,8,0.6082184314727783,29.2275333404541
39.99082946777344,0.5568366168180484,0.538692145593064,0.02379947563665996,0.0,4,SARD-Bridge,8,0.5339294672012329,1.3919621706008911
47.298187255859375,0.4179088944263644,0.2528071334978286,0.0098017041585452,1.0,5,OneStep-Bridge,8,0.6561117172241211,2.2297310211302074e-13
22.288654327392578,0.34428582422500736,0.27952327913402186,0.01073727812268821,0.0,5,Gaussian-Bridge,8,0.6207793354988098,25.642860412597656
23.115901947021484,0.3473750787247431,0.2708712739835484,0.010678610172786929,0.0007936507936507937,5,Stratified-Resample,8,0.6320064067840576,25.622451782226562
37.197044372558594,0.49880442700287086,0.4711476064834237,0.019597457817926545,0.0,5,SARD-Bridge,8,0.5341087579727173,1.491076946258545
42.90156173706055,0.4476830213552078,0.3330537008643084,0.013564984377434364,1.0,5,OneStep-Bridge,8,0.6012329459190369,2.09416238148262e-13
19.77187728881836,0.3653622883608627,0.2985690696264882,0.011779568761907777,0.0,5,Gaussian-Bridge,8,0.6002573370933533,26.325119018554688
18.28945541381836,0.18510710539026107,0.03959163225924378,0.0009775791859918392,0.0007936507936507937,5,Stratified-Resample,8,0.9979096055030823,60.40981674194336
33.18029022216797,0.5353699512680862,0.5536171445352345,0.023746092383068795,0.0,5,SARD-Bridge,8,0.48290714621543884,1.4589916467666626
